(standard input):711030	|	951302	|	Monostromataceae	|	family	|	ncbi:153902,worms:143793,gbif:8826,irmng:106636	|		|		|	
(standard input):5153474	|	951302	|	Cloniophoraceae	|	family	|	ncbi:1331326,worms:599725,gbif:6784747,irmng:121357	|		|		|	
(standard input):4003325	|	951302	|	Bolbocoleonaceae	|	family	|	worms:493901,gbif:6452219,irmng:121516	|		|		|	
(standard input):101023	|	900406	|	Polyphysaceae	|	family	|	ncbi:285966,worms:143703,gbif:4859,irmng:105581	|		|		|	
(standard input):900405	|	900406	|	Dasycladaceae	|	family	|	ncbi:3135,worms:143702,gbif:4856,irmng:107634	|		|		|	
(standard input):264602	|	391058	|	Ctenocladaceae	|	family	|	ncbi:37386,worms:599602,gbif:3229756,irmng:107631	|		|		|	
(standard input):5152134	|	441645	|	Leptosiraceae	|	family	|	ncbi:1521701,worms:599604,gbif:6784725,irmng:121116	|		|	sibling_higher	|	
(standard input):5153203	|	441645	|	Rhopalosolenaceae	|	family	|	ncbi:1521703,worms:599611,gbif:6784769,irmng:121117	|		|	sibling_higher	|	
(standard input):441644	|	441645	|	Chlorellaceae	|	family	|	ncbi:35461,worms:160575,gbif:4852,irmng:105103	|		|	sibling_higher	|	
(standard input):263843	|	441645	|	Phyllosiphonaceae	|	family	|	ncbi:634747	|	Phyllosiphonaceae (family in kingdom Archaeplastida)	|	sibling_higher	|	
(standard input):967444	|	441645	|	Eremosphaeraceae	|	family	|	ncbi:35475,worms:599603,gbif:4904630,irmng:107704	|		|	sibling_higher	|	
(standard input):339001	|	441645	|	Oocystaceae	|	family	|	ncbi:3070,worms:160589,gbif:4684,irmng:106693	|		|	sibling_higher	|	
(standard input):668722	|	94363	|	Prasiolaceae	|	family	|	ncbi:135266,worms:143771,gbif:8810,irmng:108346	|		|		|	
(standard input):296253	|	155230	|	Botryococcaceae	|	family	|	ncbi:38879,worms:493881,gbif:2034	|		|	sibling_higher	|	
(standard input):391063	|	965073	|	Tetrasporaceae	|	family	|	ncbi:35481,worms:143787,gbif:8814,irmng:108207	|		|		|	
(standard input):967447	|	965073	|	Palmellaceae	|	family	|	ncbi:35479,worms:248168,gbif:4695,irmng:105237	|		|		|	
(standard input):4735203	|	965073	|	Chlorangiellaceae	|	family	|	worms:599716,gbif:8811,irmng:105102	|		|		|	
(standard input):967446	|	347099	|	Actinochloridaceae	|	family	|	ncbi:35478,worms:599605,worms:599609,gbif:4683,gbif:6342,irmng:105937,irmng:105235	|		|	sibling_higher	|	
(standard input):33826	|	347099	|	Golenkiniaceae	|	family	|	ncbi:204989,worms:558964,gbif:5839015,irmng:121452	|		|	sibling_higher	|	
(standard input):129601	|	347099	|	Chlorococcaceae	|	family	|	ncbi:3090,worms:143676,gbif:4682,irmng:107474	|		|	sibling_higher	|	
(standard input):391142	|	347099	|	Volvocaceae	|	family	|	ncbi:3065,worms:143798,gbif:8821,irmng:108066	|		|	sibling_higher	|	
(standard input):727035	|	347099	|	Characiochloridaceae	|	family	|	ncbi:193559,worms:599715,gbif:2033,irmng:109104	|		|	sibling_higher	|	
(standard input):56200	|	347099	|	Asteromonadaceae	|	family	|	ncbi:47771,worms:599637,gbif:6784765,irmng:121354	|		|	sibling_higher	|	
(standard input):340096	|	347099	|	Phacotaceae	|	family	|	ncbi:52030,worms:162734,gbif:4849,irmng:109099	|		|	sibling_higher	|	
(standard input):391062	|	347099	|	Haematococcaceae	|	family	|	ncbi:35484,worms:428521,gbif:4848,irmng:107444	|		|	sibling_higher	|	
(standard input):1017822	|	347099	|	Tetrabaenaceae	|	family	|	ncbi:47777,worms:578344,gbif:8820,irmng:105486	|		|	sibling_higher	|	
(standard input):474062	|	347099	|	Chlamydomonadaceae	|	family	|	ncbi:3051,worms:178973,gbif:8816,irmng:108005	|		|	sibling_higher	|	
(standard input):465206	|	347099	|	Characiosiphonaceae	|	family	|	ncbi:167773,worms:599606,gbif:4681,irmng:109105	|		|	sibling_higher	|	
(standard input):979509	|	347099	|	Dunaliellaceae	|	family	|	ncbi:3043,worms:368897,gbif:8817,irmng:107382	|		|	sibling_higher	|	
(standard input):396302	|	347099	|	Spondylomoraceae	|	family	|	ncbi:3062,worms:163120,gbif:6334,irmng:108010	|		|	sibling_higher	|	
(standard input):250579	|	347099	|	Astrephomenaceae	|	family	|	ncbi:48501,gbif:4908488,irmng:108070	|		|	sibling_higher	|	
(standard input):5153179	|	347099	|	Raciborskiellaceae	|	family	|	worms:599638,gbif:6784764,irmng:121118	|		|	sibling_higher	|	
(standard input):5152543	|	347099	|	Dangeardinellaceae	|	family	|	worms:599728,gbif:6784777,irmng:121522	|		|	sibling_higher	|	
(standard input):5152536	|	347099	|	Carteriaceae	|	family	|	worms:367249,gbif:3229604,irmng:115851	|		|	sibling_higher	|	
(standard input):5153341	|	347099	|	Hormotilaceae	|	family	|	worms:599608,gbif:8792,irmng:106430	|		|	sibling_higher	|	
(standard input):5153389	|	347099	|	Cylindrocapsaceae	|	family	|	worms:599607,gbif:4847,irmng:107698	|		|	sibling_higher	|	
(standard input):224598	|	347099	|	Treubariaceae	|	family	|	ncbi:52683,worms:576712,gbif:3229753,irmng:107786	|		|	sibling_higher	|	
(standard input):5153314	|	347099	|	Protosiphonaceae	|	family	|	worms:599610,gbif:2032,irmng:107517	|		|	sibling_higher	|	
(standard input):5153273	|	347099	|	Chlorochytriaceae	|	family	|	worms:493880,gbif:6452307,irmng:121801	|		|	sibling_higher	|	
(standard input):4734871	|	347099	|	Centromonadaceae	|	family	|	gbif:4907250,irmng:105295	|		|	sibling_higher	|	
(standard input):311484	|	311487	|	Chaetopeltidaceae	|	family	|	ncbi:51326,worms:157128,gbif:4269546,irmng:120812	|		|		|	
(standard input):231907	|	231908	|	Phaeophilaceae	|	family	|	ncbi:262507,worms:143764,gbif:8809,irmng:105863	|		|		|	
(standard input):5602198	|	916753	|	Dictyochloridaceae	|	family	|	ncbi:1656249	|		|		|	
(standard input):425644	|	916753	|	Hydrodictyaceae	|	family	|	ncbi:3103,worms:160560,gbif:8793,irmng:106431	|		|		|	
(standard input):5602194	|	916753	|	Bracteamorphaceae	|	family	|	ncbi:1656240,worms:836369,gbif:8404257	|		|		|	
(standard input):5153211	|	916753	|	Radiococcaceae	|	family	|	ncbi:1656250,worms:493879,gbif:6335,irmng:106191	|		|		|	
(standard input):651335	|	916753	|	Scenedesmaceae	|	family	|	ncbi:3086,worms:160541,gbif:8795,irmng:107460	|		|		|	
(standard input):5602191	|	916753	|	Chromochloridaceae	|	family	|	ncbi:1656248	|		|		|	
(standard input):5602190	|	916753	|	Schizochlamydaceae	|	family	|	ncbi:1656247	|		|		|	
(standard input):5602193	|	916753	|	Schroederiaceae	|	family	|	ncbi:1656246	|		|		|	
(standard input):5602195	|	916753	|	Pseudomuriellaceae	|	family	|	ncbi:1656243	|		|		|	
(standard input):5602192	|	916753	|	Mychonastaceae	|	family	|	ncbi:1656245	|		|		|	
(standard input):132568	|	916753	|	Neochloridaceae	|	family	|	ncbi:132191,worms:558971,gbif:5838970,irmng:121091	|		|		|	
(standard input):5602197	|	916753	|	Rotundellaceae	|	family	|	ncbi:1656241,worms:836370,gbif:8165012	|		|		|	
(standard input):812632	|	916753	|	Bracteacoccaceae	|	family	|	ncbi:1284389,worms:599704,gbif:6784783,irmng:121121	|		|		|	
(standard input):5602196	|	916753	|	Tumidellaceae	|	family	|	ncbi:1656242,worms:836371,gbif:7845552	|		|		|	
(standard input):5602189	|	916753	|	Dictyococcaceae	|	family	|	ncbi:1656244	|		|		|	
(standard input):786206	|	916753	|	Sphaeropleaceae	|	family	|	ncbi:52675,worms:447747,gbif:4685,irmng:107779	|		|		|	
(standard input):441643	|	916753	|	Selenastraceae	|	family	|	ncbi:35466,worms:599705,gbif:6784780,irmng:121677	|		|		|	
(standard input):307995	|	916753	|	Microsporaceae	|	family	|	ncbi:163315,worms:143757,gbif:8797,irmng:106634	|		|		|	
(standard input):5917694	|	858076	|	Barrancaceae	|	family	|	ncbi:1725054	|		|		|	
(standard input):5602200	|	858076	|	Uronemataceae	|	family	|	ncbi:1725055	|		|		|	
(standard input):1018093	|	858076	|	Schizomeridaceae	|	family	|	ncbi:35459,worms:599595,gbif:8783,irmng:107778	|		|		|	
(standard input):1018092	|	858076	|	Aphanochaetaceae	|	family	|	ncbi:35458,worms:558962,gbif:4908877,irmng:107250	|		|		|	
(standard input):361849	|	858076	|	Chaetophoraceae	|	family	|	ncbi:33093,worms:143675,gbif:4679,irmng:107503	|		|		|	
(standard input):542098	|	542089	|	Pedinomonadaceae	|	family	|	ncbi:35424,worms:146218,gbif:2031,irmng:107472	|		|		|	
(standard input):5602181	|	5584493	|	Marsupiomonadaceae	|	family	|	ncbi:1535298	|		|		|	
(standard input):5602182	|	5584493	|	Resultomonadaceae	|	family	|	ncbi:1535299	|		|		|	
(standard input):1068375	|	1068374	|	Scourfieldiaceae	|	family	|	ncbi:35431,worms:368888,gbif:4375430,irmng:121397	|		|		|	
(standard input):6001233	|	979501	|	Distomataceae	|	family	|	gbif:7441820	|		|	major_rank_conflict	|	
(standard input):916748	|	799390	|	Elakatotrichaceae	|	family	|	ncbi:35495,worms:572034,gbif:3229639,irmng:107703	|		|		|	
(standard input):799388	|	799390	|	Klebsormidiaceae	|	family	|	ncbi:3173,worms:368782,gbif:4851,irmng:106631	|		|		|	
(standard input):469250	|	616073	|	Mesostigmataceae	|	family	|	ncbi:35428,worms:599671,gbif:8823,irmng:106144	|		|		|	
(standard input):326009	|	897410	|	Chlorokybaceae	|	family	|	ncbi:3142,gbif:4906879,irmng:107694	|		|		|	
(standard input):326015	|	397462	|	Characeae	|	family	|	ncbi:3146,worms:179049,gbif:8782,irmng:105039	|		|		|	
(standard input):916329	|	636633	|	Ptilidiaceae	|	family	|	ncbi:70208,gbif:6116,irmng:114121	|		|		|	
(standard input):937063	|	636633	|	Herzogianthaceae	|	family	|	ncbi:984500,gbif:6117	|		|		|	
(standard input):743210	|	636633	|	Neotrichocoleaceae	|	family	|	ncbi:255977,gbif:2265,irmng:113976	|		|		|	
(standard input):390612	|	92700	|	Cephaloziaceae	|	family	|	ncbi:70210,gbif:2288,irmng:114111	|		|		|	
(standard input):908250	|	92700	|	Anastrophyllaceae	|	family	|	ncbi:1131839,gbif:2292,irmng:118957	|		|		|	
(standard input):118233	|	92700	|	Adelanthaceae	|	family	|	ncbi:139826,gbif:6143,irmng:112156	|		|		|	
(standard input):616069	|	92700	|	Cephaloziellaceae	|	family	|	ncbi:280805,gbif:2287,irmng:114112	|		|		|	
(standard input):921294	|	92700	|	Jamesoniellaceae	|	family	|	ncbi:400722,gbif:2281	|		|		|	
(standard input):246588	|	92700	|	Scapaniaceae	|	family	|	ncbi:41845,gbif:6129,irmng:113315	|		|		|	
(standard input):916331	|	246580	|	Pseudolepicoleaceae	|	family	|	ncbi:70209,gbif:2277,irmng:114331	|		|		|	
(standard input):66635	|	246580	|	Lepicoleaceae	|	family	|	ncbi:139846,gbif:6135,irmng:113466	|		|		|	
(standard input):250098	|	246580	|	Brevianthaceae	|	family	|	ncbi:334180,gbif:2290,irmng:105361	|		|		|	
(standard input):738992	|	246580	|	Lepidoziaceae	|	family	|	ncbi:13806,gbif:2280,irmng:113468	|		|		|	
(standard input):937067	|	246580	|	Lophocoleaceae	|	family	|	ncbi:984509,gbif:6134,irmng:113689	|		|		|	
(standard input):841812	|	246580	|	Mastigophoraceae	|	family	|	ncbi:255922,gbif:2279,irmng:114708	|		|		|	
